review;sentiment
I am a huge fan of warrior movies. Some of my favorites are Braveheart, Troy, The last samurai and Gladiator. And after watching Mongol, which is absolutely awesome, and which i strongly recommend, i had high expectations from a Sergei Bodrov movie. But it was terrible, awful, even pathetic is not a strong word in this case. The whole movie i was waiting for something exciting to happen, but it didn't, then i was at least expecting a big epic battle at the end, but even that was a huge disappointment, just some random running around, waving with the swords... There are so many good warrior movies, this one is not one of them.;negative
"Yes it's a Fast Times wannabe, but it's still decent entertainment.<br /><br />Some of the comedy parts are really funny. The scene when the three guys visit the Spanish lady is hilarious, with a little flamenco music in the background. The reaction when her sailor husband comes home is a riot. The guys' exploits in dealing with crabs are funny as well when they try to ""drown them"" and when they visit the pharmacist. <br /><br />The abortion scene is a Fast Times ripoff too, but it does do a good job of capturing the terror of the situation. You really feel for what Karen is going through, and for Gary in his mad scramble for cash to pay for the abortion and accommodating her recovery.<br /><br />The ending is painful to watch, but refreshingly realistic. First-time viewers will not be prepared for it and it will be a shock.<br /><br />There is a decent eye-candy for guys with young girls and the milf Spanish lady, but heterosexual guys will probably want to skip the penis-measuring competition. <br /><br />Underrated soundtrack too. Check out early, early U2(!), The Cars in their prime and an appropriate tearjerker song by James Ingram for the surprise ending.<br /><br />Some people will hate it and it is somewhat dated, but those who like teen flicks or grew up in the early 80s should like it.";positive
"Ingrid Bergman (Cleo Dulaine) has never been so beautiful. Gary Cooper as ""Cleent"" so perfectly cast as a laconic Texan who knows this gal is up to no good. When the two lock eyes at the French Market, we know this match will be full of sparks. When they stroll in her garden in her restored French Quarter house and the love theme plays it is a dream for all us romantics.<br /><br />The costumes are lovely; the set decoration makes you wish the ""Quarter"" was just that way. And that Saratoga still had that hotel with the wide veranda with all the old biddies gossiping.<br /><br />From Edna Ferbers novel, the story is of revenge for old wrongs and the fights over who would run the railroads in the early days of that industry.<br /><br />In the Saratoga scenes, Florence Bates as a grand dame steals every scene.<br /><br />But it is the scene of Cleo taking on the little lawyer her New Orleans relatives have sent to buy her off that is a Magic Movie Moment. After Cleo has bested him in the negotiations, he looks at her with longing and says ""may I say - you are very-beautiful"". And Cleo with a happy, wicked smile says ""yes, isn't it lucky."" You want to shout ""YES""!!!<br /><br />One of my all time favorite romantic films.";positive
"I only today, picked this up at the 99 cents only store today, and I still think I got ripped off. ""Dream to Believe"" is a pretty boring and unrealistic gymnastics drama and $1 is just too freakin' expensive for this. This film is probably only notable for 2 things: 1. It has a young Keanu Reeves. And 2. It's directed by Paul Lynch, the man who also did Promo Night. Now onto the movie. <br /><br />It's about a girl named Robin (Played by Olivia D'Abo) who is badly injured from a car accident that also cost her father's life. So the accident prevents her from competing in gymnastic tournaments, she is often picked on during her classes and eventually she meets some wild kid named Tommy (Played by Keanu.) Robin, when not in training, works part-time, along with her mother and stepsister, at a Laundromat owned by her abusive stepfather. Eventually she is chosen to compete. <br /><br />Overall, Keanu alone and some catchy 80s tunes are what prevent me from giving this 1 star, and it's also not one of the worst movies ever, but still far from good. The DVD itself is not getting any medals either as it appears to be sourced from an old VHS and towards the end, the sound goes out of sync and when the end credits are almost over, it fades to black, even though sound can still be heard. So this can probably be passed as a bootleg. The DVD artwork makes no sense either as it has what appears to be recent photos of Keanu and Olivia and the background has nothing to do with the movie, as it's also not in the movie itself, so the cover's obviously photoshopped. In any case, avoid at all costs, unless you're a Keanu fanatic. I probably won't be hanging to it any longer. I'm probably gonna give it to The Cinema Snob, who's a great YT critic btw. Hey, if any of you have any crappy movies that they no longer want in their sight, feel free to donate to him to keep his show running.";negative
"This reminds me of when I was a born-again believer who was going to be a minister. I never actually thought I would be a minister or even graduate from high school because I was almost positive I would be raptured to Heaven before that would ever happen. That was before I discovered that Christianity was a bunch rubbish. I am now an atheist, and that just proves that the ""once saved always saved"" doctorine that Christians tell us is no more real than elves. If it were true then why did I leave after many years of being a devout born again believer? Yes, I really was saved. I prayed that silly sinners prayer with all my heart.<br /><br />If Christians were to read their Bible they would discover that their god thinks like rape, genocide, abortion, and many other atrocities are alright according to him. They might be surprised to learn that no where is the word ""rapture"" mentioned.";negative
Radio will have you laughing, crying, feeling. This story based on a true story is the perfect movie for a couple to view. There's enough for both. cuba Gooding Jr.portrays the title character to perfection. His performance is worthy of an academy award nomination.The compassion of the movie is obvious. The movie evokes many emotions. I sincerely enjoyed this film.;positive
"We're living in sad times today, in which it seems like every comedy movie and TV show is painfully unfunny and inflicted with cheap, crude, or poor humor. Most people don't know what it means to really laugh at a comedy, and these people desperately need to watch ""Throw Momma From the Train."" I say with little hesitation that this is one of the funniest movies I've ever seen, from beginning to end. The comedy is so unpredictable and twisted just enough to make us laugh out loud many times throughout. Don't be fooled by the murder plot. The plot is not serious enough to make us care or worry about what's going to happen. The story involves a young man (Danny DeVito) who wants to get rid of his annoying, grouchy mother (Anne Ramsey, nominated for an Oscar in a role that was completely flawless, in my opinion) and does so by killing off Billy Crystal's wife, whom Crystal wanted dead for stealing his novel. I don't want to spoil the jokes and gags in this film, but all I can say is that you must see this film if you want to laugh. Fast-paced and genuinely, a real treat to comedy lovers, and the type of film you just do not see today.<br /><br />***1/2 out of ****";positive
This Batman movie isn't quite as good as Batman mask of The Phantasm and Batman and Mr. Freeze subzero But it is still a good installment to the Batman cartoons I say it is equally good as Batman Beyond The Movie. This movie is good for all the same reasons The storyline is good not quite as good as the other one's but still pretty good it has lots of action in it The Cartoon effects are good The voice of actors are really good such as Kevin Conroy as Batman/ Bruce Wayne, Tara Strong as Barbra Gordon, Efrem Zimbalist Jr., Eli Marienthal as Robin. The villains are good such as Kyra Sedgwick as Batwoman, David Ogden Stiers as The Pequin, Hector Elizondo as Bane. So I am sure you will not be disappointed with batman Mystery of The Batwomen. So make sure that you rent or buy batman Mystery of The Batwoman the movie because it is really good.<br /><br />Overall score: ******* out of ********** <br /><br />*** out of *****;positive
"Death Wish 3 is exactly what a bad movie should be. Terrible acting! Implausible scenerios! Ridiculous death scenes! Creepy, evil-for-no-reason villains! The last 30 minutes of this movie just might be the best 30 minutes ever put on film, especially in the scene where the decent, hardworking citizens string chains across the street, knocking down the evil bikers and then shoot them, only to be joined by the neighborhood children (!!!) in celebration. And how can I forget the elderly woman with the broom? She's sweeping out the scum! And if that's not enough, let's not forget how quickly the punks give up after Fraker is killed. I'm laughing just thinking about it.<br /><br />I also love the death scene of Kersey's girlfriend. He just *walks away* after seeing her get blown up. It's little things like this that make Death Wish 3 such a bad movie. And I'm not even mentioning the bizarre soundtrack.<br /><br />I watched this movie because of Martin Balsam, who I seriously think is one of the finest character actors ever (and who's own ""getting beaten up by the scum"" scene is hilarious) and I walked away with a new favorite movie. Thank you, Death Wish 3 for making me laugh so hard.<br /><br />Some other things I forgot to mention: 1. The weird sound effect after Kersey says ""Cash!"" when buying his used car. Ha! It's so evil sounding. 2. MANDY Fraker. Mandy! Did the writers run out of tough guy names? 3. The fact that the gangs apparently have a ""lend and lease"" thug exchange program: ""I need some more guys."" And that Mandy has a working phone line in an abandoned building. 4. At the end of the movie, after Kersey blows up Fraker: is it just me, or does it look like the street gang is about to break into choreography as they're giving up? Just watch how in sync they are after the female punk gives the ""stop"" signal. <br /><br />I love this movie. Nothing cheers me up like Death Wish 3!";positive
"The plot of 7EVENTY 5IVE involves college kids who play a cruel phone game that unexpectedly (to them, if not to fans of horror) gets them in over their heads. The STORY of 7EVENTY 5IVE, on the other hand, is that of a horror film that had a wee little bit of promise, sadly outweighed by really bad writing.<br /><br />What could have been a fun, if somewhat silly, old-fashioned slasher tale is derailed early on by its filmmakers' misguided belief that the audience would enjoy watching a bunch of loud, whiny rich kids bitching at each other for most of the film's running time. With the exception of a police detective played by Rutger Hauer, (in a minor role that is designed mainly to add the movie's only star power) every character on screen is a different breed of young A-hole.<br /><br />Male and female, black and white, straight and gay, an entire ensemble of shallow and shrill college kids carries the bulk of the film's narrative. Worse, since the tale deals with a PARTY game gone awry, most of the time the scenes are completely filled with these little b*****ds. Because of this, there are few breaks for the viewer, who must put up with the angry sniping of the thinly-drawn protagonists. Even though at least some of these people are supposedly friends, invariably all characters interact in a very hostile manner, long before any genuine conflict has actually arisen. This leads to the worst possible result in a slasher film: The audience, intended to care about the leads, instead not only cheers on the anonymous killer, but wishes that he had arrived to start picking off the vacuous brats far earlier.<br /><br />The real shame of this poor characterization is that otherwise 7EVENTY 5IVE actually DID have some potential. Visually it's fine. First-time directors Brian Hooks and Deon Taylor know how to build a suspenseful mood. They also manage to deliver on some competent, if sparse, moments of classic 80s-style gore. Surprisingly, the production's cast is also fairly able. It isn't that the actors aren't capable of expressing realistic human emotion; it is simply that the screenplay (co-written by newcomer Vashon Nutt and director Hooks, who fared much better behind the camera than with a keyboard) is short of such moments.<br /><br />7EVENTY 5IVE can hardly be recommended, as its familiar premise and few thrills can't outweigh the bad taste left behind by a story driven by a gaggle of unpleasant characters. In this tepid whodunnit, the real mystery is why anyone should care about a group of young folk who can't even manage to like each other.";negative
A difficult film to categorize. I was never giving it 110% concentration & consequently as simple as the plot appeared I couldn't say for certain exactly who was doing what amongst the American FBI characters & what their roles were. Nor could I take the Irwins seriously as film characters when their lines & scenes were all in the style of one of his shows, not acted out.<br /><br />This is nothing more than a glorified episode of a Discovery TV show, with a largely insignificant sub plot going on, which just seemed to get in the way. However as any Irwin show is always worth a watch, this film is well worth a look too, but not on Christmas Day. Talking of which, I've better things to do too than be on here.<br /><br />A high 4/10;negative
When you pick a movie I hope one factor you will consider, are the actors in the movie using their fame to influence the moral fabric of our society in a positive or negative way? This is not a political statement this is a moral issue that effects are society. When a comedian/actor makes curl sexual and racist remarks about a teenager and her father we should ask ourselves (do I want to support that behavior)? In this case Mr. Foxx behavior tears at the social fabric that teaches our youth right from wrong, good behavior from bad that loving-kindness is better than hatefulness. Mr. Foxx should remember he is only entertainment and there is a lot of that out there for us to choose from. Saying sorry does not get him off the hook. It will not undue the hurt or remove the bad behavior he spreads to our youth. One way to stop this behavior is to stop being a fan of it. No longer see anything they are part of. We cannot change them but we can stop the fame we give them.;negative
I have never known of a film to arouse such debate in my life. Believe me when i say that this film will eventually be remembered as an all-time classic. I was waiting in anticipation for this film as i had previously loved both Lock, Stock.... and Snatch, but after some of the negative reviews i thought i would be very disappointed. I absolutely loved this film and i can't wait to see it again. This film is totally different to both of the aforementioned Ritchie films, and also a lot better. I have my pick of favourite directors but none of them have pulled off a move as great as Guy Ritchie has just done with this movie. I believe he has taken movie-making to another level ( i know most people will be laughing at this comment guaging the reaction to this film, but i believe time will prove me right ). This movie is very confusing and carried on for much longer than the 2hr or so running time as i couldn't stop thinking about it or trying to piece things together. I have now got a pretty good take on everything that happens in this film ( some answers from endless hours of thinking, some answers from reading other people's take on the film )and now cannot wait until Sunday when i will see it again. I just hope people go to the cinema with an open mind and they will hopefully be rewarded as i and many others have been.;positive
"The only reason I gave this movie a 2 and not a 1 was because for some reason I felt compelled to finish it out! Basically, I wanted to see if there were going to be any aliens, any UFO's, anything at all suggested by the title of the movie, the cover of the movie and the beginning of the movie! I was very disappointed to see religion being thrown into the mix the way that it was. This could have been used to the movie's advantage, but I felt, instead, that the movie was trying to send subliminal messages to me! Finally, how big was this cast's wardrobe!? I became so distracted by the number of different, and extremely bright, shirts each character had on in every new scene that I began to wonder if this movie wasn't really supposed to be classified under ""poor comedy"".<br /><br />toe thumbs down!";negative
"There are movies like ""Plan 9"" that are so bad they have a charm about them, there are some like ""Waterworld"" that have the same inexplicable draw as a car accident, and there are some like ""Desperate living"" that you hate to admit you love. Cowgirls have none of these redemptions. The cast assembled has enough talent to make almost any plot watchable, and from what I've been told, the book is enjoyable.<br /><br />How then could this movie be so intolerably bad? To begin with, it seems the director brought together a cast of names with no other tie than what will bring in the 20 somethings. Then tell them to do their best Kevin Costner imitations. Open the book at random and start shooting whatever is on the page making sure to keep the wide expanses of America from being interesting in any way. Finally give the editing job to your brother-in-law, because the meat packing plant just laid him off. He does have twenty years of cutting experience.<br /><br />This movie now defines the basement for me. It is so bad, it isn't even good for being bad.";negative
OK.. at the time of writing, 65 people voted for this movie, bringing it to a 5 out of 10 rating. My guess is that only the film crew voted. So I'm here to bring some justice to it all.<br /><br />Never has a movie provoked the audience's intelligence more than this one. Given, I laughed out loud quite a bit - but the movie/story absolutely didn't want me to.<br /><br />I've seen a LOT of bad movies. A LOT. But man, this one blows them all away.<br /><br />Speaking '96 computers, ridiculous acting, and wheelchair chases - and we have young Tarantinos who can't get their ideas financed. Yup, life's a cruel joke.;negative
This is definitely one of the best movies I've ever seen-- it has everything-- a genuinely touching screenplay, fine actors that make subtlety a beautiful art to watch, an actually elegant romance (it's a shame that that kind of romance just doesn't seem to exist anymore), lovely songs and lyrics (especially the final song), an artistic score, and costumes and sets that make you want to live in them. The ending was only a disappointment in that I was expecting a spectacular film to have a brilliant end-- but it was still more wonderful then the vast majority of movies out there. Definitely check this movie out-- over and over again. There are many details you miss the first time that deserve a second look.;positive
I am surprised at IMDb's low rating of this movie. With all due respect, its low rating is representative of the IQ level of those who rated it so poor. They would rather see a movie with cheap thrills, a bigger budget, and more gore.<br /><br />The first misconception by people is that this is a horror film. It is not, nor does the film mislead you into believing it is one. It is a psychological thriller. It is for people who actually want an intellectual experience when watching a movie. Reel.com's review is the perfect example of how I feel about this movie. All the other negative reviews doesn't make much sense. It's almost as if trying to make an original movie for a change- very rare these days- is something bad and not worth it.<br /><br />I will reveal some spoilers for the morons who said it was boring and didn't make sense. Martha was brainwashing herself and performing experiments on herself to be a caring mother while she really was an evil Nazi who would kill without warning. The evidence is all in the pudding and the fact that at first viewing, we sympathize with this cold-blooded monster for the duration of the movie is a testament to the film's direction and writing.<br /><br />I definitely feel that this movie should at least be rated in the 6's range on originality alone. I recommend this movie for the people on the other end of the IQ scale- aka smart people- since this movie is obviously being butchered by those who would rather watch Scream or Freddy's Nightmare.<br /><br />Kudos to the acting as well. For such a low budget film, you are amazed that this movie didn't hit your local cinema with the great direction, writing, and acting. Please don't be fooled by the rating by IMDb. This movie is worth it. I actually recommend buying the film since a first viewing on a rent will not do this justice.;positive
I have always been a fan of Bottom, grabbing as many videos as I could find of the series here in the states. The chemistry between Rik and Ade is always genius, and the combination of smart writing and utterly stupid humor seems to work without fail. I thus sat down to watch this movie with great eagerness... and was utterly disappointed by the end.<br /><br />The first 3/4 of the movie can best be described as uninspired and poorly directed (sorry, Ade!), but with some utterly brilliant moments. Unfortunately, these laugh-out-loud moments make you realize how less-than-brilliant the rest of the movie is. The slapstick starts off funny but eventually becomes a bit boring, with only the perverted sex jokes to keep things humorous.<br /><br />The end of the movie (the 'green' scenes, for those of you who've seen it) was... perhaps the worst ending I've seen in the past decade. Honestly. It was one joke repeated about thirty times, followed by an abrupt ending that made no sense (which didn't bother me) and wasn't funny (which did).<br /><br />To sum up, I was sorely disappointed by this movie. I shall cling to the few brilliant moments in it, to retain the fondest memories that I can... but I have to warn you, if you're about to overpay for your NTSC conversion tape from the local importer, don't. There are far better things to spend your money on.;negative
"The Matador is a strange film. Its main character Julian, played with an unusual mix of charm and unbalance by Brosnan, is not your typical hero. Julian is a hit man who is experiencing a late mid-life crises. Having spent 22 years in the profession of cold blooded murder he now finds himself stressed out and desperately lonely. And so, after a chance meeting at a bar with Danny (Greg Kinnear), he latches on and begins a halting, awkward friendship. Danny, the quintessential nice guy, is dealing with some stuff in his own life and, truth be told, could use a friend as well. The two make an unexpected connection, and Danny sticks around to hear Julian's story, even after learning the ""unsavory"" truth about Julian's work.<br /><br />Matador approaches a subject not completely unheard of in cinema, the anti-hero assassin (films like 'Assassins' and 'Grosse Pointe Blank' come to mind). But Matador differs in several key ways. First of all, the killing and gore is implied but never really shown in any detail, meaning that if you are an action movie buff looking for an adrenaline rush this movie will probably disappoint you. And second, unlike most anti-hero films, Matador makes no attempt to show remorse and redemption from its main character. Julian's job is simply presented as an 'it is what it is' kind of thing. This is unusual, given that 99.99% of us would consider killing for money horrific. And yet this unorthodox approach is perhaps what makes the film feel authentic. Although we don't like to admit it, almost anything could become mundane after we did it long enough, maybe even murder. Did Julian's victims deserve to die? Who is paying to have people killed? Who knows. The movie never deals with these questions. The focus is on Julian and his stumbling shuffle into a genuine friendship. If you read about someone like Julian in the paper you would have a passing thought that people like him should be ripped out of society like a cancer, but forced to watch his life you are drawn in by his intense humanity. Sympathy for the devil, I guess.<br /><br />Brosnan's take on Julian is well done and deeply unsettling. He doesn't completely divorce himself from his James Bond good looks and smooth charm, but rather just adds disturbing quirks into the mix. Weird or crude remarks in the middle polite conversations and sudden shifts from suave charm to childish tantrums and sad desperate pleas for acceptance. It keeps you guessing about his grasp on his sanity and how it will affect those around him. It's a bit like listening to a piano player that occasionally and unexpectedly hits a wrong note while he plays, but it works. The films only other major role, that of Danny, is not nearly as meaty. Kinnear turns in a solid if unspectacular performance as a regular Joe with a regular Joe life and problems.<br /><br />The film doesn't really have any huge shocks or M Night Shyamalan twists, but I wasn't able to guess the ending and it felt satisfying. It doesn't have any deep philosophical or spiritual insights and yet it felt very human. And it didn't have any heart pounding car chases or gun battles and yet I thought the pacing was well done and I was never bored. Maybe the only real message here is about the human need to reach out and make connections with one another, and how those needs have no moral prerequisites. Even a murderer needs friends, and even good people can be friends with bad people. It's a comment on the strange, random world we live in. A good film; worth seeing.";positive
"What else is left to say?<br /><br />I've read all the reviews here and most are right on. . However, one person even went so far as to call this movie evil and that Satan tainted it (or something along those lines). Evil?! Wow, what a shocker. . I mean, TBN basically made this film. Open your eyes please.<br /><br />Anway, this was the very lowest grade of propoghanda nonsense that has come along in years.<br /><br />The most terrifying thing about Omega Code is how much money they spent to make it. If this movie can be made, there are no limits, and therefore, we have no choice but to get ready for ""Yentl 2"", and ""Ernest Loses the Omega Codes.""<br /><br />For those of you who are into the biblical stories, the new movie Dogma will pickup where Omega Code never started.";negative
"I first saw this film in the mid 60's when I was a teenager, and it moved me so much, in fact the end scene where Han Suyin hears of Mark's death, and then rushes to the hill in disbelief, where you then hear Mark's voice saying ""Give Me Your Hand"", and then the image of him disappears, the butterfly with it's superstitious meaning, the music, the shattered emotions of Love of Han Suyin, just left me sobbing my heart out. I was outwardly crying bitterly, my mother and sister looked up and were shocked at my reaction. I just left the room to be on my own. Fortunately I do not react like that any more BUT I always cry at the end. I love everything about the film, the music mostly, the costumes of Han Suyin, and location. The beauty of Jennifer Jones and the handsome William Holden, they were both at their best. I have the VHS and DVD of this wonderful movie. I also have two versions of the Music & Lyrics by Arthur Newman and Sammy Fain. I also have the book A Many Splendored Thing by Han Suyin. I recommend this film 100%";positive
"Heh...I'm surprised this movie still exists in any form, let alone it being available for rent! <br /><br />This flick is one of the many bad slasher flicks that exist only for the T&A and the cheap laughs. The story line crosses a bit of ""Texas Chainsaw massacre"" with a screwy mamma-centred back story reminiscent of ""Psycho"", and a bit of the good old women-in-chains, tough-as-nail-ex-con broads tossed in for good measure - in other words, complete unoriginality wrapped up in half naked women spiced with a dash of utter idiocy! Looking on as the director attempts to make the marsh land of Quebec pass off as Southern U.S. bayou land is sad, I tell ya! <br /><br />Funny thing for me is, I was actually at the premier of this flick as, at the time, I was pals with Ratchford, the film's ""star"". It was painful to watch on as Jeremy sank into his seat whilst the flick unfolded its mangled wings.<br /><br />I'm happy to see that Ratchford, after this sham of a first flick, has grown into one hell of an actor. He can be seen regularly on the Canadian cop drama ""Blue Murder"", has appeared on ""CSI"", not to mention his role in the classic Clint Eastwood film ""Unforgiven"" - we forgive ya, Jeremy! It was a rocky start, but you done good, man! <br /><br />~T.Paul";negative
"I just finishing watching Goliath Awaits that I ordered from my library. I remembered it vaguely from years ago and wanted to watch it with my son. Anyway, the movie was less than 2 hours running time and I thought it was much longer when I first saw it. The back of the VHS box states that the Goliath ""emtombs a Nazi file whose secrets could destroy the free world forever."" The divers were supposedly on a covert mission to retrieve the demonic document. There was nothing even spoken about retrieving this document. Also, the box says that the ""bestial ship's insatiable boiler feeds on human blood."" That would make this a horror movie and there was also nothing revealed in the movie about this. I can't remember the details when I watched this years ago on TV...but could the back of this box actually be true? Maybe the 3 hour movie revealed more details??<br /><br />Just wondering if anyone knows anything about this.";negative
This whole film should have lasted 45 minutes - maximum. Although an interesting concept/theme, it really did not develop as a story. Once the initial idea of a brave (stupid?) bomb disposal expert (cowboy?) are introduced, and this happens very early in the film, the rest is repetitious. Characters were not explored, and aspects of the location and politics were ignored. There was some nice insight into the appalling difficulties faced by troops in such a foreign environment, and the difficulties in differentiating between friend and foe. But the way in which the unit operated stretched belief! Individual performances were good, and special effects were adequate, but not enough to overcome the basic lack of content.;negative
I'd waited for some years before this movie finally got released in England, but was in many ways very pleased when I finally saw it. There are a lot of great things to the film, for a start the acting. Its not something I have all that much need for in a horror picture but the people in this film all put in fine work. This and the constantly gripping and interesting script, with a nice sorta Lovecraftian feel to it, give the film a real solid backbone. Add to this the doses of surreal nightmare imagery and occasional gruesome gore and the films a winner. It has my favorite kind of gore too, supernatural and splattery. Also, the characters of Marcus, the angry bodybuilding transsexual and Daisy, his mentally retarded lover/plaything are genuinely freakish and unnerving at times, and give a far out, anything goes sense of morbid grown up craziness which works well with the frequent Freudian overtones. This is one of the most impressive recent horror movies, far more shocking or out there than anything Hollywood can produce. My only gripe was that I wanted the ending to be darker in tone, but it still works, so on the whole I'd really recommend this to serious horror buffs.;positive
"You know Jason, you know Freddy, and you know Leatherface. Now, get ready for: The Safety Pin Killer! That's right, in Killer Workout, a dumb slasher movie if I've ever seen one, the unseen murderer dispatches his (or her?) victims with an oversized, novelty safety pin. It is an odd choice to be sure, the kind of thing that deserves an explanation. Naturally, the movie never even attempts to clarify where the killer acquired such a thing.<br /><br />As the title suggests, an aerobics gym is under siege by a mad killer and everyone is a suspect. In fact, the movie gives so few clues as to the identity of the killer, just about everyone in the movie is a potential murderer until they get killed. And since just about everyone but the killer winds up dead, it's really just process of elimination. <br /><br />Oddly, while the entire name cast is killed off, the aerobics classes continue in earnest. In fact, nothing is capable of stopping the dancing. While three men are murdered in the next room, the workout goes on. Death isn't even a factor; one character dies, but is still seen prominently in the later workout sessions. Director David Prior knew what he was doing when named the movie Killer Workout and not Logical Workout.<br /><br />Cop chases, explosive tanning beds, and hundreds of shots of women's exposed flesh are thrown in for good measure. Much like the woman caught in the tanning bed, I felt very uncomfortable by the end of Killer Workout. Finally, thankfully, THE END flashed on the screen. What happened next? You got it, shots of the women working out. Not even the end of the movie can stop them!<br /><br />";negative
"As listed and stated in many previous comments, this unique series has many excellent elements and ingredients to its credit. Indeed, more than 20 years after it was originally transmitted, it is still watched, and watched again, and has a huge global fan-following, something which must indicate that the makers of this series undeniably got something right.<br /><br />The root of the series' brilliance and remarkable appeal has however got to be that it rests on wonderfully written dialogue and timeless characters  all of which are brought to life by marvellous actors. The characters are wonderful in particular because of their complexity. In contrast to many other Robin Hood adaptations, and indeed many other film and TV-productions in general, the good guys in this series often make mistakes and can be seen to have apparent flaws, while the baddies, although put forward as evil and ruthless, frequently can be understood and even on occasion seem quite sympathetic. This very much makes Robin of Sherwood into a story about multifaceted, REAL people  rather than of good and bad people  something which very much adds to its uniqueness and remarkable appeal. Also, although very much being an action-packed series featuring numerous amazing stunts (which are remarkable in themselves seeing as this was made long before today's computer animation, green screens, and so forth. Thus, behind every one of those endless guys falling off castle walls, horses, and catching fire, there actually is a real person who at some point DID fall off a castle wall or a horse or catch fire), there is always amazing dialogue going on between the different characters in each episode. In the final analysis, however, it is generally the series' baddies  Nickolas Grace as The Sheriff of Nottingham, Robert Addie as Sir Guy of Gisburne, and Philip Jackson as The Abbot Hugo de Rainault  who get the very best lines and who more than often steal the show with their arguments full of wit and cant. ""It's a wedding, not a celebration!"" is just one of their many timeless ""pearls of wisdom"" which seems to follow one through life :-).<br /><br />20 years after the fact, it is indeed hard to believe that Robin of Sherwood was originally something made for television  and apparently not with a great deal of money  in order to provide fleeting Saturday afternoon amusement for small children in Great Britain. Filmed in beautiful locations, with clever, amazing scripts and featuring remarkable stunts and fantastic actors  many of whom give the performance of their lives in this show  this in numerous ways seems to be more professionally made and have more production value than many a Hollywood film.";positive
"It was fabulous! The photography, editing, cinematography, music combined to transport us to the dangerous side of a tourist destination. It was the enjoyment of ""slumming,"" without going through the danger. We were there! The dream sequences and flashback-sequence-ending were fresh. It spoke to me. Keep up the good work! Another of that genre is City of God. Also - don't laugh! - the comedy, Desperately Seeking Susan. Nice ensemble types, with great performances by all. Sorry, I think Training Day fits that genre as well, with fantastic performances by an ensemble cast. I had to switch the channel on some of the gritty sequences, but all-in-all, a great film!";positive
As it is often the case, the impressive and explosive trailers of Asian films add up to nothing more than lackluster stories. Similar to Unleashed (which was great,) Dog Bite Dog tells a story where men are raised as ferocious savage dogs that carry out their master's bidding. The main characters, an emotionally undeveloped, amoral killer who is matched against an equally unstable police officer, are far from the common heroes and villains we often see. In fact, by the end, you lose track of who you're supposed to empathize with, failing to feel even the slightest emotion for either of the men  whether that was the failure of the director or perhaps the underlining message he was trying to tell is up to you to decide.<br /><br />Although the beginning of the film was filled with intrigue and unpredictability, by the half-way point it slopped down to a humdrum story of survival and revenge. The suspense which was evident at first soon disappeared because of a grossly mismatched music score which brought down the potentially effective story telling. And in the end, you were left feeling that all that detailed background information and introspection of the main characters was somehow very unnecessary.<br /><br />On the plus side, the transition in story from point a to point b was quite atypical compared to US movies  so those who aren't familiar with Asian films and are tired of Hollywood's predictability should check it out.<br /><br />The white balance seemed off throughout most of the film. It was like looking into a picture shot on fluorescent when it was supposed to be set on tungsten. Maybe I'm the only one, but it strained my eyes.<br /><br />The movie also enjoyed playing tricks on you  an interesting build-up gave me hope for the slow moving story until it was diverted to a low budget, low speed chase scene. And just when you think you were going to get an unanswered indie ending with a mix of Shakespearean tragedy, you realize that it's not an ending at all, but rather a transition into a wacky country-music montage about peace and serenity.<br /><br />Throw in some grisly from-behind choke scenes, a moment of redemption unexpectedly brought back into savagery and back again the other way, Asians' fascination with bodily fluids and a horrible music score that didn't match the film, and you get the average bland Asian thriller.<br /><br />I just don't get why every fight scene was overlaid with clips of roaring lions I thought they were supposed to symbolize dogs? Ultimately, in the end, we are reminded about a true killer that still lurks amongst us  tetanus.<br /><br />4/10;negative
My one-line summary hints that this is not a good film, but this is not true. I did enjoy the movie, but was probably expecting too much.<br /><br />Adele, who is solidly portrayed by Susan Sarandon, did not come off as a very likable character. She is flighty and irresponsible to what would be an unforgivable degree were it not for the tremendous love she has for her daughter. This is the one thing she knows how to do without fail. Adele's daughter, Anna, is a sad girl who is so busy making up for her mother's shortcomings that she does not seem to be only 14-17 years old. This, of course, makes Natalie Portman the perfect choice to play Anna since she never seems to be 14- 17 years old either. Portman pulls this role off with such ease that you almost forget that she has not been making movies for 20 years. Yet, even with the two solid leads, Wayne Wang never seems to quite draw the audience in as he did with The Joy Luck Luck and even more so with Smoke. Though I have not read the book, the film feels as if it has made necessary changes to the story to bring it to the big screen, changes which may drain the emotional pungency of the story. I enjoyed the film for the fun of watching two wonderful actresses do their work, but I never got lost in the experience and I never related to their plight.;positive
What a load of Leftist Hollywood bilge. This movie glorifies mutiny as brave and noble if it be for pacifist principles. The fairytale ends with the pacifist character, played by Danzel Washington, actually getting promoted for his treason. What is it with these Hollywood tools? Is this still payback for McCarthyism?<br /><br />If I sound cynical it's because I am fed up with movies hawking a political agenda. The military brass in this movie are portrayed as, what else? Gung-ho war mongers. Sound familiar? Ever see a movie where the CIA or any government agency is not evil? Think about it. Yet again, Crimson Tide stresses the point. The Hackman character, U-boat captain Ramsey, comes across like a raving lunatic, until the very end when, of course he comes to his senses, does a complete 360, renounces his blood lust, suggests a promotion for the treasonous Ron Hunter, and repents by retiring from the service. A guy mutinies, takes command of your boat, puts the U.S at grave risk of receiving a nuclear first-strike, and you promote him???? What hogwash!;negative
